AssociateID,SupervisorID,Associate State,Supervisor State,StateMatch,Associate License,Who can you supervise?,LicenseMatch,AssocAvailability,SupAvailability,AvailabilityOverlap,AvailabilityScore,SupervisorCapacity,Label,Reason
A034,S039,FL,FL,1,LMSW,"LMFT, LCSW",0,"Tue AM, Thu Eve","Fri AM, Sat PM, Thu AM",0,0.1472,2,0,license_mismatch
A034,S051,FL,PA,0,LMSW,"LCSW, LPC",0,"Tue AM, Thu Eve","Sat AM, Sat Eve, Fri AM, Mon AM",0,0.1214,2,0,state_mismatch
A034,S005,FL,PA,0,LMSW,"LMFT, LPC",0,"Tue AM, Thu Eve","Sat AM, Fri PM, Mon PM, Thu PM",0,0.0874,1,0,state_mismatch
A034,S044,FL,CA,0,LMSW,"LMSW, LPCC, LMFT",1,"Tue AM, Thu Eve","Wed PM, Mon Eve, Mon AM",0,0.0739,1,0,state_mismatch
A034,S017,FL,TX,0,LMSW,LPCC,0,"Tue AM, Thu Eve","Wed PM, Wed AM, Sat Eve, Fri PM, Sat PM",0,0.0539,2,0,state_mismatch
A034,S040,FL,NY,0,LMSW,LMFT,0,"Tue AM, Thu Eve","Fri Eve, Mon AM, Wed Eve, Tue Eve, Sat Eve",0,0.1874,3,0,state_mismatch
A034,S055,FL,FL,1,LMSW,"LPCC, LPC",0,"Tue AM, Thu Eve","Thu Eve, Fri PM, Mon AM, Fri AM",1,0.2734,4,0,license_mismatch
A034,S042,FL,SC,0,LMSW,"LCSW, LMFT",0,"Tue AM, Thu Eve","Mon PM, Fri AM, Mon AM, Tue PM, Fri Eve, Thu PM",0,0.1531,2,0,state_mismatch
A034,S033,FL,FL,1,LMSW,LMSW,1,"Tue AM, Thu Eve","Fri PM, Mon Eve, Wed Eve, Mon AM",0,0.0959,1,1,good_match
A034,S028,FL,VA,0,LMSW,"LCSW, LMHC",0,"Tue AM, Thu Eve","Thu PM, Mon Eve, Wed PM, Wed AM, Mon PM, Tue AM",1,0.2609,3,0,state_mismatch
A035,S020,TX,SC,0,LMFT,"LCSW, LMHC, LMFT",1,"Wed AM, Wed Eve","Tue Eve, Fri PM, Thu PM, Mon PM, Fri AM, Thu Eve",0,0.0658,4,0,state_mismatch
A035,S021,TX,SC,0,LMFT,"LMFT, LMSW, LPCC",1,"Wed AM, Wed Eve","Tue PM, Fri Eve, Sat Eve",0,0.0694,4,0,state_mismatch
A035,S029,TX,TX,1,LMFT,LPC,0,"Wed AM, Wed Eve","Fri Eve, Wed PM, Tue AM, Wed AM",1,0.5825,4,0,license_mismatch
A035,S046,TX,PA,0,LMFT,"LCSW, LPCC, LMSW",0,"Wed AM, Wed Eve","Wed Eve, Mon Eve, Sat Eve, Tue AM, Thu Eve, Fri AM",1,0.3203,2,0,state_mismatch
A035,S052,TX,NY,0,LMFT,"LPC, LMFT",1,"Wed AM, Wed Eve","Thu Eve, Fri AM, Thu PM, Mon PM, Fri PM, Tue Eve",0,0.0653,1,0,state_mismatch
A035,S024,TX,PA,0,LMFT,"LPCC, LMFT",1,"Wed AM, Wed Eve","Sat PM, Sat Eve, Mon AM, Fri PM",0,0.0542,4,0,state_mismatch
A035,S000,TX,CA,0,LMFT,"LCSW, LMSW, LPCC",0,"Wed AM, Wed Eve","Mon PM, Sat PM, Wed AM, Mon AM, Sat Eve",1,0.2734,4,0,state_mismatch
A035,S034,TX,GA,0,LMFT,LPC,0,"Wed AM, Wed Eve","Fri Eve, Mon AM, Thu PM",0,0.0673,4,0,state_mismatch
A035,S013,TX,SC,0,LMFT,LPCC,0,"Wed AM, Wed Eve","Sat Eve, Tue AM, Thu Eve, Thu AM",0,0.1083,1,0,state_mismatch
A035,S003,TX,SC,0,LMFT,"LCSW, LPCC, LMFT",1,"Wed AM, Wed Eve","Sat Eve, Fri PM, Thu PM, Wed PM, Thu AM, Fri Eve",0,0.1431,3,0,state_mismatch
A035,S049,TX,PA,0,LMFT,"LMHC, LMSW",0,"Wed AM, Wed Eve","Tue AM, Wed AM, Thu AM, Mon PM, Wed PM, Mon AM",1,0.4604,3,0,state_mismatch
A035,S036,TX,GA,0,LMFT,"LMHC, LPCC",0,"Wed AM, Wed Eve","Wed Eve, Thu Eve, Mon AM, Tue PM",1,0.3384,1,0,state_mismatch
A036,S000,GA,CA,0,LCSW,"LCSW, LMSW, LPCC",1,"Fri PM, Thu Eve, Tue Eve, Thu AM","Mon PM, Sat PM, Wed AM, Mon AM, Sat Eve",0,0.1026,4,0,state_mismatch
A036,S012,GA,CA,0,LCSW,LMFT,0,"Fri PM, Thu Eve, Tue Eve, Thu AM","Wed AM, Fri Eve, Tue Eve",1,0.4301,1,0,state_mismatch
A036,S057,GA,TX,0,LCSW,"LPC, LMSW",0,"Fri PM, Thu Eve, Tue Eve, Thu AM","Fri AM, Wed PM, Thu AM, Sat PM, Wed Eve",1,0.3613,4,0,state_mismatch
A036,S031,GA,NY,0,LCSW,"LMSW, LCSW",1,"Fri PM, Thu Eve, Tue Eve, Thu AM","Thu PM, Sat PM, Thu AM, Wed Eve, Mon PM, Fri PM",2,0.4438,2,0,state_mismatch
A036,S043,GA,VA,0,LCSW,"LMSW, LPCC, LMHC",0,"Fri PM, Thu Eve, Tue Eve, Thu AM","Sat AM, Tue PM, Thu AM, Thu Eve, Sat Eve",2,0.4995,2,0,state_mismatch
A036,S047,GA,NY,0,LCSW,"LMHC, LCSW",1,"Fri PM, Thu Eve, Tue Eve, Thu AM","Thu AM, Mon PM, Wed AM, Sat PM, Sat Eve, Mon Eve",1,0.2505,3,0,state_mismatch
A036,S007,GA,FL,0,LCSW,"LPCC, LMHC, LPC",0,"Fri PM, Thu Eve, Tue Eve, Thu AM","Thu Eve, Mon AM, Fri Eve, Tue Eve, Mon Eve, Thu AM",3,0.6108,1,0,state_mismatch
A036,S038,GA,FL,0,LCSW,"LMFT, LMSW, LPC",0,"Fri PM, Thu Eve, Tue Eve, Thu AM","Tue PM, Fri AM, Thu Eve, Mon AM",1,0.3267,2,0,state_mismatch
A036,S039,GA,FL,0,LCSW,"LMFT, LCSW",1,"Fri PM, Thu Eve, Tue Eve, Thu AM","Fri AM, Sat PM, Thu AM",1,0.4365,2,0,state_mismatch
A036,S058,GA,VA,0,LCSW,LMFT,0,"Fri PM, Thu Eve, Tue Eve, Thu AM","Sat Eve, Wed PM, Fri Eve, Sat AM, Tue Eve, Fri AM",1,0.2876,4,0,state_mismatch
A036,S054,GA,SC,0,LCSW,"LMHC, LPC",0,"Fri PM, Thu Eve, Tue Eve, Thu AM","Wed Eve, Tue AM, Mon PM",0,0.2742,3,0,state_mismatch
A036,S030,GA,VA,0,LCSW,"LMHC, LPCC, LMSW",0,"Fri PM, Thu Eve, Tue Eve, Thu AM","Fri PM, Wed AM, Thu Eve, Tue Eve, Mon PM",3,0.5651,3,0,state_mismatch
A037,S010,NC,GA,0,LMHC,LMHC,1,"Mon Eve, Fri PM, Tue AM, Fri AM, Wed AM","Wed Eve, Thu AM, Mon AM, Mon Eve",1,0.2764,4,0,state_mismatch
A037,S012,NC,CA,0,LMHC,LMFT,0,"Mon Eve, Fri PM, Tue AM, Fri AM, Wed AM","Wed AM, Fri Eve, Tue Eve",1,0.4676,1,0,state_mismatch
A037,S057,NC,TX,0,LMHC,"LPC, LMSW",0,"Mon Eve, Fri PM, Tue AM, Fri AM, Wed AM","Fri AM, Wed PM, Thu AM, Sat PM, Wed Eve",1,0.3874,4,0,state_mismatch
A037,S048,NC,FL,0,LMHC,"LPCC, LMFT, LCSW",0,"Mon Eve, Fri PM, Tue AM, Fri AM, Wed AM","Mon PM, Sat AM, Wed Eve, Thu PM, Sat Eve, Thu Eve",0,0.2059,2,0,state_mismatch
A037,S016,NC,PA,0,LMHC,"LMFT, LPCC",0,"Mon Eve, Fri PM, Tue AM, Fri AM, Wed AM","Sat PM, Thu AM, Mon Eve",1,0.2467,3,0,state_mismatch
A037,S018,NC,TX,0,LMHC,"LCSW, LMSW, LPC",0,"Mon Eve, Fri PM, Tue AM, Fri AM, Wed AM","Wed Eve, Wed AM, Thu Eve, Wed PM, Fri AM, Sat AM",2,0.3491,3,0,state_mismatch
A037,S032,NC,FL,0,LMHC,LMFT,0,"Mon Eve, Fri PM, Tue AM, Fri AM, Wed AM","Tue PM, Fri PM, Wed Eve, Wed AM, Mon Eve",3,0.4587,4,0,state_mismatch
A037,S040,NC,NY,0,LMHC,LMFT,0,"Mon Eve, Fri PM, Tue AM, Fri AM, Wed AM","Fri Eve, Mon AM, Wed Eve, Tue Eve, Sat Eve",0,0.3126,3,0,state_mismatch
A037,S020,NC,SC,0,LMHC,"LCSW, LMHC, LMFT",1,"Mon Eve, Fri PM, Tue AM, Fri AM, Wed AM","Tue Eve, Fri PM, Thu PM, Mon PM, Fri AM, Thu Eve",2,0.4164,4,0,state_mismatch
A037,S050,NC,NY,0,LMHC,"LMHC, LMFT",1,"Mon Eve, Fri PM, Tue AM, Fri AM, Wed AM","Mon Eve, Sat Eve, Tue PM, Thu Eve",1,0.2146,3,0,state_mismatch
A037,S002,NC,CA,0,LMHC,LPCC,0,"Mon Eve, Fri PM, Tue AM, Fri AM, Wed AM","Thu AM, Tue Eve, Tue AM",1,0.2848,2,0,state_mismatch
A037,S037,NC,PA,0,LMHC,"LMFT, LPCC, LMHC",1,"Mon Eve, Fri PM, Tue AM, Fri AM, Wed AM","Fri Eve, Tue AM, Fri PM, Thu PM",2,0.496,4,0,state_mismatch
A038,S041,PA,GA,0,LCSW,"LMFT, LCSW",1,"Fri AM, Wed Eve, Fri PM","Fri AM, Mon Eve, Sat AM, Tue PM, Wed Eve",2,0.4032,2,0,state_mismatch
A038,S048,PA,FL,0,LCSW,"LPCC, LMFT, LCSW",1,"Fri AM, Wed Eve, Fri PM","Mon PM, Sat AM, Wed Eve, Thu PM, Sat Eve, Thu Eve",1,0.3025,2,0,state_mismatch
A038,S050,PA,NY,0,LCSW,"LMHC, LMFT",0,"Fri AM, Wed Eve, Fri PM","Mon Eve, Sat Eve, Tue PM, Thu Eve",0,0.0977,3,0,state_mismatch
A038,S014,PA,CA,0,LCSW,LMSW,0,"Fri AM, Wed Eve, Fri PM","Thu Eve, Sat Eve, Sat AM, Mon PM, Fri Eve",0,0.1574,4,0,state_mismatch
A038,S000,PA,CA,0,LCSW,"LCSW, LMSW, LPCC",1,"Fri AM, Wed Eve, Fri PM","Mon PM, Sat PM, Wed AM, Mon AM, Sat Eve",0,0.1403,4,0,state_mismatch
A038,S055,PA,FL,0,LCSW,"LPCC, LPC",0,"Fri AM, Wed Eve, Fri PM","Thu Eve, Fri PM, Mon AM, Fri AM",2,0.5652,4,0,state_mismatch
A038,S009,PA,FL,0,LCSW,LMHC,0,"Fri AM, Wed Eve, Fri PM","Fri PM, Thu Eve, Fri AM, Tue AM, Mon Eve",2,0.5254,1,0,state_mismatch
A038,S016,PA,PA,1,LCSW,"LMFT, LPCC",0,"Fri AM, Wed Eve, Fri PM","Sat PM, Thu AM, Mon Eve",0,0.0887,3,0,license_mismatch
A038,S020,PA,SC,0,LCSW,"LCSW, LMHC, LMFT",1,"Fri AM, Wed Eve, Fri PM","Tue Eve, Fri PM, Thu PM, Mon PM, Fri AM, Thu Eve",2,0.473,4,0,state_mismatch
A038,S022,PA,PA,1,LCSW,"LMFT, LCSW, LPCC",1,"Fri AM, Wed Eve, Fri PM","Sat PM, Tue PM, Fri PM",1,0.2749,2,1,good_match
A038,S052,PA,NY,0,LCSW,"LPC, LMFT",0,"Fri AM, Wed Eve, Fri PM","Thu Eve, Fri AM, Thu PM, Mon PM, Fri PM, Tue Eve",2,0.4694,1,0,state_mismatch
A038,S040,PA,NY,0,LCSW,LMFT,0,"Fri AM, Wed Eve, Fri PM","Fri Eve, Mon AM, Wed Eve, Tue Eve, Sat Eve",1,0.4181,3,0,state_mismatch
A039,S042,CA,SC,0,LCSW,"LCSW, LMFT",1,"Thu Eve, Fri PM, Sat PM, Mon AM","Mon PM, Fri AM, Mon AM, Tue PM, Fri Eve, Thu PM",1,0.3316,2,0,state_mismatch
A039,S047,CA,NY,0,LCSW,"LMHC, LCSW",1,"Thu Eve, Fri PM, Sat PM, Mon AM","Thu AM, Mon PM, Wed AM, Sat PM, Sat Eve, Mon Eve",1,0.4319,3,0,state_mismatch
A039,S016,CA,PA,0,LCSW,"LMFT, LPCC",0,"Thu Eve, Fri PM, Sat PM, Mon AM","Sat PM, Thu AM, Mon Eve",1,0.3617,3,0,state_mismatch
A039,S031,CA,NY,0,LCSW,"LMSW, LCSW",1,"Thu Eve, Fri PM, Sat PM, Mon AM","Thu PM, Sat PM, Thu AM, Wed Eve, Mon PM, Fri PM",2,0.5172,2,0,state_mismatch
A039,S024,CA,PA,0,LCSW,"LPCC, LMFT",0,"Thu Eve, Fri PM, Sat PM, Mon AM","Sat PM, Sat Eve, Mon AM, Fri PM",3,0.6335,4,0,state_mismatch
A039,S012,CA,CA,1,LCSW,LMFT,0,"Thu Eve, Fri PM, Sat PM, Mon AM","Wed AM, Fri Eve, Tue Eve",0,0.1159,1,0,license_mismatch
A039,S052,CA,NY,0,LCSW,"LPC, LMFT",0,"Thu Eve, Fri PM, Sat PM, Mon AM","Thu Eve, Fri AM, Thu PM, Mon PM, Fri PM, Tue Eve",2,0.5855,1,0,state_mismatch
A039,S036,CA,GA,0,LCSW,"LMHC, LPCC",0,"Thu Eve, Fri PM, Sat PM, Mon AM","Wed Eve, Thu Eve, Mon AM, Tue PM",2,0.3493,1,0,state_mismatch
A039,S040,CA,NY,0,LCSW,LMFT,0,"Thu Eve, Fri PM, Sat PM, Mon AM","Fri Eve, Mon AM, Wed Eve, Tue Eve, Sat Eve",1,0.2531,3,0,state_mismatch
A039,S025,CA,VA,0,LCSW,LMFT,0,"Thu Eve, Fri PM, Sat PM, Mon AM","Tue AM, Mon PM, Thu PM, Sat AM, Wed Eve, Fri PM",1,0.5182,4,0,state_mismatch
A039,S029,CA,TX,0,LCSW,LPC,0,"Thu Eve, Fri PM, Sat PM, Mon AM","Fri Eve, Wed PM, Tue AM, Wed AM",0,0.1339,4,0,state_mismatch
A039,S001,CA,SC,0,LCSW,"LMHC, LCSW, LPCC",1,"Thu Eve, Fri PM, Sat PM, Mon AM","Mon PM, Fri AM, Sat Eve, Tue AM",0,0.227,1,0,state_mismatch
A040,S000,CA,CA,1,LMSW,"LCSW, LMSW, LPCC",1,"Wed AM, Mon AM, Fri PM, Fri Eve, Mon Eve","Mon PM, Sat PM, Wed AM, Mon AM, Sat Eve",2,0.4433,4,1,good_match
A040,S013,CA,SC,0,LMSW,LPCC,0,"Wed AM, Mon AM, Fri PM, Fri Eve, Mon Eve","Sat Eve, Tue AM, Thu Eve, Thu AM",0,0.1297,1,0,state_mismatch
A040,S023,CA,GA,0,LMSW,"LPCC, LMFT",0,"Wed AM, Mon AM, Fri PM, Fri Eve, Mon Eve","Wed Eve, Fri PM, Tue PM, Mon AM, Thu Eve",2,0.3788,3,0,state_mismatch
A040,S021,CA,SC,0,LMSW,"LMFT, LMSW, LPCC",1,"Wed AM, Mon AM, Fri PM, Fri Eve, Mon Eve","Tue PM, Fri Eve, Sat Eve",1,0.3751,4,0,state_mismatch
A040,S002,CA,CA,1,LMSW,LPCC,0,"Wed AM, Mon AM, Fri PM, Fri Eve, Mon Eve","Thu AM, Tue Eve, Tue AM",0,0.1123,2,0,license_mismatch
A040,S054,CA,SC,0,LMSW,"LMHC, LPC",0,"Wed AM, Mon AM, Fri PM, Fri Eve, Mon Eve","Wed Eve, Tue AM, Mon PM",0,0.33,3,0,state_mismatch
A040,S004,CA,GA,0,LMSW,LPCC,0,"Wed AM, Mon AM, Fri PM, Fri Eve, Mon Eve","Sat PM, Sat AM, Thu PM, Thu Eve, Wed PM",0,0.1272,3,0,state_mismatch
A040,S032,CA,FL,0,LMSW,LMFT,0,"Wed AM, Mon AM, Fri PM, Fri Eve, Mon Eve","Tue PM, Fri PM, Wed Eve, Wed AM, Mon Eve",3,0.6189,4,0,state_mismatch
A040,S007,CA,FL,0,LMSW,"LPCC, LMHC, LPC",0,"Wed AM, Mon AM, Fri PM, Fri Eve, Mon Eve","Thu Eve, Mon AM, Fri Eve, Tue Eve, Mon Eve, Thu AM",3,0.6415,1,0,state_mismatch
A040,S022,CA,PA,0,LMSW,"LMFT, LCSW, LPCC",0,"Wed AM, Mon AM, Fri PM, Fri Eve, Mon Eve","Sat PM, Tue PM, Fri PM",1,0.2997,2,0,state_mismatch
A040,S019,CA,SC,0,LMSW,LMHC,0,"Wed AM, Mon AM, Fri PM, Fri Eve, Mon Eve","Thu PM, Wed AM, Sat AM, Thu AM",1,0.2098,1,0,state_mismatch
A040,S028,CA,VA,0,LMSW,"LCSW, LMHC",0,"Wed AM, Mon AM, Fri PM, Fri Eve, Mon Eve","Thu PM, Mon Eve, Wed PM, Wed AM, Mon PM, Tue AM",2,0.4382,3,0,state_mismatch
A041,S006,CA,TX,0,LPCC,"LPC, LPCC, LMHC",1,"Fri Eve, Tue Eve, Tue PM, Mon AM","Mon Eve, Sat Eve, Wed Eve, Wed PM, Thu Eve, Thu PM",0,0.1522,1,0,state_mismatch
A041,S057,CA,TX,0,LPCC,"LPC, LMSW",0,"Fri Eve, Tue Eve, Tue PM, Mon AM","Fri AM, Wed PM, Thu AM, Sat PM, Wed Eve",0,0.1204,4,0,state_mismatch
A041,S004,CA,GA,0,LPCC,LPCC,1,"Fri Eve, Tue Eve, Tue PM, Mon AM","Sat PM, Sat AM, Thu PM, Thu Eve, Wed PM",0,0.0924,3,0,state_mismatch
A041,S033,CA,FL,0,LPCC,LMSW,0,"Fri Eve, Tue Eve, Tue PM, Mon AM","Fri PM, Mon Eve, Wed Eve, Mon AM",1,0.3719,1,0,state_mismatch
A041,S058,CA,VA,0,LPCC,LMFT,0,"Fri Eve, Tue Eve, Tue PM, Mon AM","Sat Eve, Wed PM, Fri Eve, Sat AM, Tue Eve, Fri AM",2,0.3518,4,0,state_mismatch
A041,S055,CA,FL,0,LPCC,"LPCC, LPC",1,"Fri Eve, Tue Eve, Tue PM, Mon AM","Thu Eve, Fri PM, Mon AM, Fri AM",1,0.361,4,0,state_mismatch
A041,S056,CA,SC,0,LPCC,LMSW,0,"Fri Eve, Tue Eve, Tue PM, Mon AM","Fri Eve, Tue PM, Thu AM, Wed PM, Mon AM, Wed Eve",3,0.5879,2,0,state_mismatch
A041,S023,CA,GA,0,LPCC,"LPCC, LMFT",1,"Fri Eve, Tue Eve, Tue PM, Mon AM","Wed Eve, Fri PM, Tue PM, Mon AM, Thu Eve",2,0.4663,3,0,state_mismatch
A041,S007,CA,FL,0,LPCC,"LPCC, LMHC, LPC",1,"Fri Eve, Tue Eve, Tue PM, Mon AM","Thu Eve, Mon AM, Fri Eve, Tue Eve, Mon Eve, Thu AM",3,0.5274,1,0,state_mismatch
A041,S016,CA,PA,0,LPCC,"LMFT, LPCC",1,"Fri Eve, Tue Eve, Tue PM, Mon AM","Sat PM, Thu AM, Mon Eve",0,0.1343,3,0,state_mismatch
A041,S059,CA,GA,0,LPCC,LCSW,0,"Fri Eve, Tue Eve, Tue PM, Mon AM","Thu PM, Mon Eve, Sat Eve, Tue AM",0,0.5056,3,0,state_mismatch
A041,S026,CA,GA,0,LPCC,LPC,0,"Fri Eve, Tue Eve, Tue PM, Mon AM","Tue AM, Sat PM, Fri Eve",1,0.3238,1,0,state_mismatch
A042,S007,CA,FL,0,LCSW,"LPCC, LMHC, LPC",0,"Sat PM, Tue Eve, Tue PM, Sat Eve","Thu Eve, Mon AM, Fri Eve, Tue Eve, Mon Eve, Thu AM",1,0.2738,1,0,state_mismatch
A042,S045,CA,SC,0,LCSW,"LMHC, LPCC",0,"Sat PM, Tue Eve, Tue PM, Sat Eve","Mon AM, Wed PM, Sat AM",0,0.2477,3,0,state_mismatch
A042,S056,CA,SC,0,LCSW,LMSW,0,"Sat PM, Tue Eve, Tue PM, Sat Eve","Fri Eve, Tue PM, Thu AM, Wed PM, Mon AM, Wed Eve",1,0.2943,2,0,state_mismatch
A042,S026,CA,GA,0,LCSW,LPC,0,"Sat PM, Tue Eve, Tue PM, Sat Eve","Tue AM, Sat PM, Fri Eve",1,0.3648,1,0,state_mismatch
A042,S048,CA,FL,0,LCSW,"LPCC, LMFT, LCSW",1,"Sat PM, Tue Eve, Tue PM, Sat Eve","Mon PM, Sat AM, Wed Eve, Thu PM, Sat Eve, Thu Eve",1,0.4142,2,0,state_mismatch
A042,S037,CA,PA,0,LCSW,"LMFT, LPCC, LMHC",0,"Sat PM, Tue Eve, Tue PM, Sat Eve","Fri Eve, Tue AM, Fri PM, Thu PM",0,0.2772,4,0,state_mismatch
A042,S012,CA,CA,1,LCSW,LMFT,0,"Sat PM, Tue Eve, Tue PM, Sat Eve","Wed AM, Fri Eve, Tue Eve",1,0.382,1,0,license_mismatch
A042,S022,CA,PA,0,LCSW,"LMFT, LCSW, LPCC",1,"Sat PM, Tue Eve, Tue PM, Sat Eve","Sat PM, Tue PM, Fri PM",2,0.601,2,0,state_mismatch
A042,S011,CA,OH,0,LCSW,"LMFT, LPCC",0,"Sat PM, Tue Eve, Tue PM, Sat Eve","Fri Eve, Fri AM, Sat PM",1,0.2681,4,0,state_mismatch
A042,S023,CA,GA,0,LCSW,"LPCC, LMFT",0,"Sat PM, Tue Eve, Tue PM, Sat Eve","Wed Eve, Fri PM, Tue PM, Mon AM, Thu Eve",1,0.3804,3,0,state_mismatch
A042,S058,CA,VA,0,LCSW,LMFT,0,"Sat PM, Tue Eve, Tue PM, Sat Eve","Sat Eve, Wed PM, Fri Eve, Sat AM, Tue Eve, Fri AM",2,0.4025,4,0,state_mismatch
A042,S006,CA,TX,0,LCSW,"LPC, LPCC, LMHC",0,"Sat PM, Tue Eve, Tue PM, Sat Eve","Mon Eve, Sat Eve, Wed Eve, Wed PM, Thu Eve, Thu PM",1,0.2637,1,0,state_mismatch
A043,S053,VA,SC,0,LCSW,LMSW,0,"Fri AM, Sat AM","Thu AM, Wed Eve, Thu Eve",0,0.0648,1,0,state_mismatch
A043,S004,VA,GA,0,LCSW,LPCC,0,"Fri AM, Sat AM","Sat PM, Sat AM, Thu PM, Thu Eve, Wed PM",1,0.2608,3,0,state_mismatch
A043,S012,VA,CA,0,LCSW,LMFT,0,"Fri AM, Sat AM","Wed AM, Fri Eve, Tue Eve",0,0.1282,1,0,state_mismatch
A043,S047,VA,NY,0,LCSW,"LMHC, LCSW",1,"Fri AM, Sat AM","Thu AM, Mon PM, Wed AM, Sat PM, Sat Eve, Mon Eve",0,0.2962,3,0,state_mismatch
A043,S006,VA,TX,0,LCSW,"LPC, LPCC, LMHC",0,"Fri AM, Sat AM","Mon Eve, Sat Eve, Wed Eve, Wed PM, Thu Eve, Thu PM",0,0.0391,1,0,state_mismatch
A043,S056,VA,SC,0,LCSW,LMSW,0,"Fri AM, Sat AM","Fri Eve, Tue PM, Thu AM, Wed PM, Mon AM, Wed Eve",0,0.1214,2,0,state_mismatch
A043,S010,VA,GA,0,LCSW,LMHC,0,"Fri AM, Sat AM","Wed Eve, Thu AM, Mon AM, Mon Eve",0,0.1019,4,0,state_mismatch
A043,S034,VA,GA,0,LCSW,LPC,0,"Fri AM, Sat AM","Fri Eve, Mon AM, Thu PM",0,0.1329,4,0,state_mismatch
A043,S028,VA,VA,1,LCSW,"LCSW, LMHC",1,"Fri AM, Sat AM","Thu PM, Mon Eve, Wed PM, Wed AM, Mon PM, Tue AM",0,0.0865,3,1,good_match
A043,S031,VA,NY,0,LCSW,"LMSW, LCSW",1,"Fri AM, Sat AM","Thu PM, Sat PM, Thu AM, Wed Eve, Mon PM, Fri PM",0,0.126,2,0,state_mismatch
A043,S017,VA,TX,0,LCSW,LPCC,0,"Fri AM, Sat AM","Wed PM, Wed AM, Sat Eve, Fri PM, Sat PM",0,0.3195,2,0,state_mismatch
A043,S039,VA,FL,0,LCSW,"LMFT, LCSW",1,"Fri AM, Sat AM","Fri AM, Sat PM, Thu AM",1,0.6248,2,0,state_mismatch
A044,S034,NC,GA,0,LMHC,LPC,0,"Mon PM, Fri AM, Mon Eve, Fri Eve","Fri Eve, Mon AM, Thu PM",1,0.3752,4,0,state_mismatch
A044,S018,NC,TX,0,LMHC,"LCSW, LMSW, LPC",0,"Mon PM, Fri AM, Mon Eve, Fri Eve","Wed Eve, Wed AM, Thu Eve, Wed PM, Fri AM, Sat AM",1,0.2771,3,0,state_mismatch
A044,S056,NC,SC,0,LMHC,LMSW,0,"Mon PM, Fri AM, Mon Eve, Fri Eve","Fri Eve, Tue PM, Thu AM, Wed PM, Mon AM, Wed Eve",1,0.2811,2,0,state_mismatch
A044,S029,NC,TX,0,LMHC,LPC,0,"Mon PM, Fri AM, Mon Eve, Fri Eve","Fri Eve, Wed PM, Tue AM, Wed AM",1,0.2454,4,0,state_mismatch
A044,S006,NC,TX,0,LMHC,"LPC, LPCC, LMHC",1,"Mon PM, Fri AM, Mon Eve, Fri Eve","Mon Eve, Sat Eve, Wed Eve, Wed PM, Thu Eve, Thu PM",1,0.2482,1,0,state_mismatch
A044,S037,NC,PA,0,LMHC,"LMFT, LPCC, LMHC",1,"Mon PM, Fri AM, Mon Eve, Fri Eve","Fri Eve, Tue AM, Fri PM, Thu PM",1,0.3189,4,0,state_mismatch
A044,S036,NC,GA,0,LMHC,"LMHC, LPCC",1,"Mon PM, Fri AM, Mon Eve, Fri Eve","Wed Eve, Thu Eve, Mon AM, Tue PM",0,0.1925,1,0,state_mismatch
A044,S058,NC,VA,0,LMHC,LMFT,0,"Mon PM, Fri AM, Mon Eve, Fri Eve","Sat Eve, Wed PM, Fri Eve, Sat AM, Tue Eve, Fri AM",2,0.5157,4,0,state_mismatch
A044,S039,NC,FL,0,LMHC,"LMFT, LCSW",0,"Mon PM, Fri AM, Mon Eve, Fri Eve","Fri AM, Sat PM, Thu AM",1,0.2401,2,0,state_mismatch
A044,S032,NC,FL,0,LMHC,LMFT,0,"Mon PM, Fri AM, Mon Eve, Fri Eve","Tue PM, Fri PM, Wed Eve, Wed AM, Mon Eve",1,0.488,4,0,state_mismatch
A044,S010,NC,GA,0,LMHC,LMHC,1,"Mon PM, Fri AM, Mon Eve, Fri Eve","Wed Eve, Thu AM, Mon AM, Mon Eve",1,0.4838,4,0,state_mismatch
A044,S022,NC,PA,0,LMHC,"LMFT, LCSW, LPCC",0,"Mon PM, Fri AM, Mon Eve, Fri Eve","Sat PM, Tue PM, Fri PM",0,0.2588,2,0,state_mismatch
A045,S054,VA,SC,0,LMSW,"LMHC, LPC",0,"Fri AM, Wed AM, Sat AM","Wed Eve, Tue AM, Mon PM",0,0.1371,3,0,state_mismatch
A045,S015,VA,FL,0,LMSW,LMFT,0,"Fri AM, Wed AM, Sat AM","Thu PM, Wed Eve, Sat AM",1,0.308,2,0,state_mismatch
A045,S053,VA,SC,0,LMSW,LMSW,1,"Fri AM, Wed AM, Sat AM","Thu AM, Wed Eve, Thu Eve",0,0.2804,1,0,state_mismatch
A045,S038,VA,FL,0,LMSW,"LMFT, LMSW, LPC",1,"Fri AM, Wed AM, Sat AM","Tue PM, Fri AM, Thu Eve, Mon AM",1,0.2646,2,0,state_mismatch
A045,S025,VA,VA,1,LMSW,LMFT,0,"Fri AM, Wed AM, Sat AM","Tue AM, Mon PM, Thu PM, Sat AM, Wed Eve, Fri PM",1,0.3973,4,0,license_mismatch
A045,S008,VA,FL,0,LMSW,LMSW,1,"Fri AM, Wed AM, Sat AM","Fri AM, Sat Eve, Sat AM, Mon PM",2,0.558,2,0,state_mismatch
A045,S056,VA,SC,0,LMSW,LMSW,1,"Fri AM, Wed AM, Sat AM","Fri Eve, Tue PM, Thu AM, Wed PM, Mon AM, Wed Eve",0,0.3905,2,0,state_mismatch
